Index,Date: 2022.08.14-17:24:35
0,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=9.763 ms
1,RSSI: -72
2,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.988 ms
3,RSSI: -72
4,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.958 ms
5,RSSI: -70
6,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.855 ms
7,RSSI: -69
8,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.877 ms
9,RSSI: -69
10,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.950 ms
11,RSSI: -69
12,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.593 ms
13,RSSI: -69
14,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.977 ms
15,RSSI: -69
16,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.181 ms
17,RSSI: -70
18,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.557 ms
19,RSSI: -71
20,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.990 ms
21,RSSI: -71
22,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=7.554 ms
23,RSSI: -73
24,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=7.580 ms
25,RSSI: -73
26,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.016 ms
27,RSSI: -73
28,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.527 ms
29,RSSI: -73
30,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.542 ms
31,RSSI: -73
32,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.121 ms
33,RSSI: -74
34,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.917 ms
35,RSSI: -74
36,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.590 ms
37,RSSI: -75
38,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=7.864 ms
39,RSSI: -76
40,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.116 ms
41,RSSI: -76
42,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.218 ms
43,RSSI: -76
44,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.608 ms
45,RSSI: -77
46,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.241 ms
47,RSSI: -78
48,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.441 ms
49,RSSI: -78
50,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=4.936 ms
51,RSSI: -78
52,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.536 ms
53,RSSI: -78
54,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.221 ms
55,RSSI: -78
56,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.418 ms
57,RSSI: -79
58,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.111 ms
59,RSSI: -79
60,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=5.383 ms
61,RSSI: -81
62,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=8.425 ms
63,RSSI: -81
64,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=7.507 ms
65,RSSI: -81
66,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=6.805 ms
67,RSSI: -81
68,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=225.137 ms
69,RSSI: -81
70,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=70.556 ms
71,RSSI: -81
72,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=51.553 ms
73,RSSI: -81
74,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=10.471 ms
75,RSSI: -81
76,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=100.832 ms
77,RSSI: -81
78,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=19.328 ms
79,RSSI: -82
80,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=29.358 ms
81,RSSI: -83
82,64 bytes from 8.8.8.8: icmp_seq=0 ttl=117 time=96.912 ms
